(BTC)Open,(BTC)High,(BTC)Low,(BTC)Close,(BTC)Adj Close,(BTC)Volume,(ETH)Open,(ETH)High,(ETH)Low,(ETH)Close,(ETH)Adj Close,(ETH)Volume,(XRP)Open,(XRP)High,(XRP)Low,(XRP)Close,(XRP)Adj Close,(XRP)Volume,(LTC)Open,(LTC)High,(LTC)Low,(LTC)Close,(LTC)Adj Close,(LTC)Volume,(BCH)Open,(BCH)High,(BCH)Low,(BCH)Close,(BCH)Adj Close,(BCH)Volume,(ADA)Open,(ADA)High,(ADA)Low,(ADA)Close,(ADA)Adj Close,(ADA)Volume,(DOT)Open,(DOT)High,(DOT)Low,(DOT)Close,(DOT)Adj Close,(DOT)Volume,(BNB)Open,(BNB)High,(BNB)Low,(BNB)Close,(BNB)Adj Close,(BNB)Volume,(DOGE)Open,(DOGE)High,(DOGE)Low,(DOGE)Close,(DOGE)Adj Close,(DOGE)Volume,(XLM)Open,(XLM)High,(XLM)Low,(XLM)Close,(XLM)Adj Close,(XLM)Volume,(SOL)Open,(SOL)High,(SOL)Low,(SOL)Close,(SOL)Adj Close,(SOL)Volume,(USDT)Open,(USDT)High,(USDT)Low,(USDT)Close,(USDT)Adj Close,(USDT)Volume,(UNI)Open,(UNI)High,(UNI)Low,(UNI)Close,(UNI)Adj Close,(UNI)Volume,(LINK)Open,(LINK)High,(LINK)Low,(LINK)Close,(LINK)Adj Close,(LINK)Volume,(AVAX)Open,(AVAX)High,(AVAX)Low,(AVAX)Close,(AVAX)Adj Close,(AVAX)Volume
0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,79.19770812988281,80.00274658203125,78.6093978881836,78.90593719482422,78.90593719482422,213769033.0,429.7192077636719,433.4825134277344,426.6978454589844,428.1529846191406,428.1529846191406,172946681.0,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,607.8084716796875,611.197509765625,601.4769287109375,610.0540161132812,610.0540161132812,1428836675.0,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083.0,0.09824500232934952,0.09914299845695496,0.09764699637889862,0.09899500012397766,0.09899500012397766,33153627.0,145.41796875,151.12550354003906,143.17953491210938,151.12550354003906,151.12550354003906,1147997523.0,0.9994379878044128,1.0001050233840942,0.9990389943122864,0.9992930293083191,0.9992930293083191,31962850043.0,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083,14.858386993408203,15.2034912109375,14.594244956970215,15.126066207885742,15.126066207885742,205762702.0,0.13657599687576294,0.1373469978570938,0.13481900095939636,0.1369370073080063,0.1369370073080063,385407083
0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,78.90803527832031,79.16062927246094,75.33788299560547,76.62609100341797,76.62609100341797,374224288.0,428.1435852050781,428.9483947753906,405.64166259765625,420.2284851074219,420.2284851074219,275760280.0,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,610.0736694335938,611.9440307617188,592.4261474609375,604.4673461914062,604.4673461914062,1797626078.0,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592.0,0.09900599718093872,0.0992790013551712,0.09556499868631363,0.09691199660301208,0.09691199660301208,89787741.0,151.13723754882812,151.58477783203125,140.13880920410156,143.3342742919922,143.3342742919922,2244770232.0,0.9993410110473633,1.000182032585144,0.9990040063858032,0.9996449947357178,0.9996449947357178,60712949361.0,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592,15.125911712646484,15.192699432373047,14.062858581542969,14.534425735473633,14.534425735473633,347472612.0,0.13694000244140625,0.1380230039358139,0.12649500370025635,0.12888899445533752,0.12888899445533752,960646592
0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,76.61924743652344,76.67543029785156,70.87077331542969,72.61646270751953,72.61646270751953,615015988.0,420.1836242675781,420.69097900390625,373.4500732421875,389.31488037109375,389.31488037109375,413991010.0,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,604.3328857421875,604.65283203125,575.76171875,588.7020874023438,588.7020874023438,2265505402.0,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450.0,0.09690099954605103,0.09694699943065643,0.08810000121593475,0.09137199819087982,0.09137199819087982,133004372.0,143.314697265625,143.61065673828125,130.28907775878906,137.50399780273438,137.50399780273438,4046511952.0,0.9996500015258789,1.0013339519500732,0.9993079900741577,0.9995499849319458,0.9995499849319458,78695656625.0,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450,14.533722877502441,14.58327579498291,13.119523048400879,13.96777057647705,13.96777057647705,537842068.0,0.12886600196361542,0.12910300493240356,0.11539199948310852,0.12229599803686142,0.12229599803686142,1413960450
0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,72.61457061767578,74.879638671875,72.54847717285156,73.7035140991211,73.7035140991211,294923125.0,389.29779052734375,397.8953857421875,385.5561218261719,388.6602783203125,388.6602783203125,212059873.0,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,588.584716796875,605.731689453125,587.01416015625,598.771728515625,598.771728515625,1788904109.0,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745.0,0.09137299656867981,0.09410099685192108,0.09073600172996521,0.09330499917268753,0.09330499917268753,51932569.0,137.4798126220703,141.66993713378906,134.73263549804688,135.60960388183594,135.60960388183594,2241396569.0,0.9995949864387512,1.0005099773406982,0.9993259906768799,0.9997959733009338,0.9997959733009338,48283435769.0,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745,13.96690845489502,14.482510566711426,13.924068450927734,14.334752082824707,14.334752082824707,271728905.0,0.12227900326251984,0.12650799751281738,0.12157899886369705,0.12234099954366684,0.12234099954366684,642487745
0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,73.7035140991211,75.29202270507812,73.29188537597656,74.7087631225586,74.7087631225586,328191289.0,388.6602783203125,400.22747802734375,385.93975830078125,389.8619384765625,389.8619384765625,227242865.0,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,598.771728515625,607.4007568359375,584.7599487304688,587.107177734375,587.107177734375,1817442036.0,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819.0,0.09330499917268753,0.09539300203323364,0.09306199848651886,0.0939129963517189,0.0939129963517189,51643502.0,135.60960388183594,141.0752410888672,132.087646484375,133.47296142578125,133.47296142578125,2343938226.0,0.9997959733009338,1.000535011291504,0.9990019798278809,0.9993990063667297,0.9993990063667297,53052487180.0,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819,14.334752082824707,14.820920944213867,14.209382057189941,14.259183883666992,14.259183883666992,270709807.0,0.12234099954366684,0.12826600670814514,0.12145400047302246,0.12441900372505188,0.12441900372505188,734399819
0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,74.6950912475586,74.6950912475586,72.36263275146484,74.11437225341797,74.11437225341797,357955358.0,389.8275451660156,393.7512512207031,377.3739013671875,382.8753356933594,382.8753356933594,241770183.0,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,587.1126098632812,588.7054443359375,578.015869140625,585.9119262695312,585.9119262695312,1672110625.0,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023.0,0.09391500055789948,0.09435100108385086,0.09122499823570251,0.09203100204467773,0.09203100204467773,61032699.0,133.47195434570312,135.22915649414062,128.9219207763672,134.5883026123047,134.5883026123047,2214701928.0,0.9993919730186462,1.0003260374069214,0.9989579916000366,0.9994789958000183,0.9994789958000183,52864626463.0,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023,14.258193969726562,14.576876640319824,13.862212181091309,13.862212181091309,13.862212181091309,336220670.0,0.12443000078201294,0.12549999356269836,0.12161699682474136,0.1240290030837059,0.1240290030837059,598393023
0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,74.11325073242188,74.8216323852539,73.60083770751953,74.54924774169922,74.54924774169922,197490888.0,382.8687438964844,396.1449279785156,380.3350524902344,392.1610412597656,392.1610412597656,177606883.0,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,585.9009399414062,590.9393310546875,581.1376342773438,590.7633666992188,590.7633666992188,1387634576.0,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106.0,0.09202899783849716,0.09202899783849716,0.09071499854326248,0.09084100276231766,0.09084100276231766,31231252.0,134.56765747070312,136.46005249023438,133.14248657226562,133.6702423095703,133.6702423095703,948392979.0,0.9995089769363403,1.0002379417419434,0.9992280006408691,0.9995729923248291,0.9995729923248291,26893846849.0,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106,13.861446380615234,13.89426326751709,13.48008918762207,13.48008918762207,13.48008918762207,188504812.0,0.12403800338506699,0.1253650039434433,0.12295900285243988,0.1237889975309372,0.1237889975309372,328642106
0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,74.54876708984375,74.96100616455078,73.37391662597656,73.380126953125,73.380126953125,210095112.0,392.1531677246094,396.16534423828125,381.1669616699219,381.1669616699219,381.1669616699219,169313535.0,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,590.6715698242188,592.7726440429688,576.0581665039062,577.2108764648438,577.2108764648438,1444372224.0,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641.0,0.09083600342273712,0.0919089987874031,0.08941700309515,0.08954700082540512,0.08954700082540512,33893869.0,133.66000366210938,135.005859375,128.2696990966797,128.59042358398438,128.59042358398438,1063910411.0,0.9996470212936401,1.0002750158309937,0.9991350173950195,0.999343991279602,0.999343991279602,29265392695.0,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641,13.479683876037598,13.663207054138184,13.15416431427002,13.177005767822266,13.177005767822266,188198887.0,0.12378299981355667,0.12612000107765198,0.12182699888944626,0.12225700169801712,0.12225700169801712,429188641
0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,73.37001037597656,73.37001037597656,67.9246597290039,69.6898193359375,69.6898193359375,535404321.0,381.1705322265625,383.5332336425781,345.6747741699219,363.9482727050781,363.9482727050781,367138327.0,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,577.222900390625,581.2367553710938,552.9365234375,567.578125,567.578125,2033721646.0,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440.0,0.08955100178718567,0.0896340012550354,0.08621600270271301,0.08923599869012833,0.08923599869012833,86719589.0,128.59800720214844,132.3112335205078,123.6693344116211,132.24139404296875,132.24139404296875,3420423301.0,0.9993699789047241,1.0004650354385376,0.9987879991531372,0.9994080066680908,0.9994080066680908,75556423079.0,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440,13.177666664123535,13.665404319763184,12.849995613098145,13.614714622497559,13.614714622497559,416898044.0,0.12224899977445602,0.12367500364780426,0.11473099887371063,0.11904300004243851,0.11904300004243851,951099440
0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,69.6875228881836,71.91136169433594,69.44251251220703,71.36486053466797,71.36486053466797,313829290.0,363.9336242675781,393.5743408203125,363.7201843261719,388.6441650390625,388.6441650390625,324782473.0,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,567.653076171875,579.1007690429688,566.8991088867188,578.1034545898438,578.1034545898438,1581413208.0,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352.0,0.0892459973692894,0.09284000098705292,0.0892459973692894,0.09183800220489502,0.09183800220489502,54552534.0,132.26934814453125,139.72958374023438,131.29635620117188,136.5592041015625,136.5592041015625,2517391150.0,0.9994339942932129,1.0004470348358154,0.9991599917411804,0.9998080134391785,0.9998080134391785,52502040528.0,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352,13.614340782165527,14.273918151855469,13.582100868225098,14.195656776428223,14.195656776428223,283801977.0,0.11903300136327744,0.12823599576950073,0.11889500170946121,0.12615300714969635,0.12615300714969635,783244352
